HHID,tenur,hhinc,nwork,ncars,nchil,hhsiz,true_hhsiz,true_nwork,true_nchil,hhtype,puma,i_age,i_sex,race_,i_eth,i_inc,emply,indus,edu_q,tenur_prox,geoid
203,Rented,101-150K,2,2+,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106002
204,Owned with mortgage or loan,>150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105001
205,Rented,101-150K,2,2+,2+,6+,8,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106002
206,Rented,101-150K,1,2+,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105002
207,Owned free and clear,51-75K,0,1,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107012
208,Owned free and clear,>150K,0,1,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107012
209,Owned with mortgage or loan,>150K,2,1,2+,6+,8,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107011
210,Owned with mortgage or loan,>150K,2,0,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107012
211,Owned free and clear,101-150K,1,2+,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105002
212,Rented,101-150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250107013
213,Rented,51-75K,2,2+,0,3,3,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250107012
214,Owned free and clear,>150K,0,1,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107012
215,Rented,76-100K,2,0,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105002
216,Rented,26-50K,0,1,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105003
217,Rented,>150K,2,2+,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105003
218,Rented,>150K,2,1,0,3,3,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105002
219,Owned with mortgage or loan,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107012
220,Owned free and clear,51-75K,0,2+,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107012
221,Owned with mortgage or loan,>150K,2,2+,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107012
222,Rented,26-50K,1,1,2+,4,4,1,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105003
223,Owned with mortgage or loan,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
224,Owned with mortgage or loan,>150K,1,1,2+,4,4,1,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
225,Rented,101-150K,0,1,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105003
226,Rented,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106002
227,Rented,<=0K,0,1,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250107013
228,Rented,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105001
229,Rented,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106002
230,Owned free and clear,>150K,0,1,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107012
231,Rented,26-50K,1,1,2+,4,4,1,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250107011
232,Rented,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106001
233,Owned with mortgage or loan,101-150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
234,Rented,76-100K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105002
235,Owned free and clear,>150K,3+,2+,1,4,4,3,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107013
236,Owned free and clear,>150K,0,2+,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107012
237,Rented,>150K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105002
238,Owned free and clear,>150K,1,1,2+,4,4,1,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
239,Owned free and clear,1-25K,0,2+,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105003
240,Owned with mortgage or loan,>150K,2,1,0,3,3,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107011
241,Rented,>150K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105002
242,Owned free and clear,51-75K,0,1,0,4,4,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107012
243,Rented,1-25K,2,0,3+,5,5,2,3,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106002
244,Owned with mortgage or loan,>150K,2,2+,3+,5,5,2,3,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106002
245,Rented,76-100K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105002
246,Rented,1-25K,1,0,2+,4,4,1,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106001
247,Owned with mortgage or loan,>150K,1,1,0,3,3,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105001
248,Rented,101-150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250107012
249,Owned free and clear,101-150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
250,Rented,26-50K,1,0,3+,5,5,1,3,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106002
251,Rented,26-50K,1,1,1,3,3,1,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106002
252,Owned with mortgage or loan,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107012
253,Owned free and clear,>150K,2,1,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
254,Rented,101-150K,3+,0,0,4,4,4,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250107011
255,Owned with mortgage or loan,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105001
256,Rented,>150K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105002
257,Rented,>150K,2,1,0,3,3,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105002
258,Rented,101-150K,3+,2+,0,3,3,3,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105001
259,Owned with mortgage or loan,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
260,Rented,26-50K,2,1,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250107011
261,Rented,>150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106002
262,Owned with mortgage or loan,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
263,Owned with mortgage or loan,>150K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105002
264,Owned with mortgage or loan,>150K,1,1,1,3,3,1,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105001
265,Owned with mortgage or loan,101-150K,3+,2+,0,3,3,3,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105001
266,Rented,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106002
267,Owned free and clear,>150K,1,1,3+,5,5,1,3,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106002
268,Rented,>150K,2,2+,0,3,3,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105002
269,Owned with mortgage or loan,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105002
270,Owned with mortgage or loan,>150K,0,1,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105003
271,Rented,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105003
272,Owned free and clear,1-25K,0,2+,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105003
273,Owned with mortgage or loan,>150K,2,2+,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
274,Owned with mortgage or loan,>150K,2,2+,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
275,Rented,26-50K,1,0,2+,4,4,1,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250107011
276,Owned with mortgage or loan,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
277,Owned with mortgage or loan,101-150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
278,Rented,101-150K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105002
279,Owned free and clear,>150K,2,2+,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107012
280,Owned with mortgage or loan,101-150K,1,2+,0,3,3,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105001
281,Rented,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106002
282,Owned with mortgage or loan,>150K,2,0,3+,5,5,2,3,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106002
283,Owned with mortgage or loan,>150K,2,2+,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
284,Owned free and clear,>150K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105002
285,Rented,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106002
286,Owned with mortgage or loan,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105001
287,Owned with mortgage or loan,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105001
288,Owned with mortgage or loan,>150K,2,1,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
289,Rented,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106001
290,Rented,51-75K,2,0,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250107013
291,Rented,1-25K,1,0,2+,4,4,1,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106002
292,Owned with mortgage or loan,>150K,2,2+,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
293,Rented,76-100K,2,2+,0,3,3,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105001
294,Owned with mortgage or loan,>150K,0,1,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107011
295,Rented,76-100K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106002
296,Rented,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105001
297,Owned free and clear,76-100K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
298,Owned with mortgage or loan,>150K,2,2+,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107012
299,Owned with mortgage or loan,>150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105002
300,Rented,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105003
301,Rented,101-150K,2,1,0,3,3,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250107012
302,Owned with mortgage or loan,>150K,3+,2+,0,5,5,3,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107011
303,Owned with mortgage or loan,>150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
304,Owned with mortgage or loan,101-150K,3+,2+,0,4,4,4,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107013
305,Owned free and clear,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
306,Owned with mortgage or loan,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107011
307,Rented,76-100K,3+,2+,2+,5,5,3,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105003
308,Owned free and clear,>150K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105002
309,Owned with mortgage or loan,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
310,Owned with mortgage or loan,1-25K,1,2+,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105003
311,Rented,>150K,3+,2+,0,5,5,4,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105003
312,Rented,76-100K,2,2+,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106002
313,Owned with mortgage or loan,>150K,0,1,0,5,5,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107011
314,Rented,>150K,3+,0,0,3,3,3,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105001
315,Owned with mortgage or loan,>150K,2,1,2+,6+,7,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107011
316,Rented,101-150K,2,0,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250107013
317,Rented,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105001
318,Owned with mortgage or loan,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107012
319,Rented,101-150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106001
320,Owned with mortgage or loan,>150K,0,1,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107012
321,Rented,26-50K,0,2+,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105003
322,Owned with mortgage or loan,>150K,2,2+,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
323,Owned with mortgage or loan,>150K,2,2+,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
324,Owned free and clear,>150K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105002
325,Rented,>150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105002
326,Owned free and clear,>150K,1,2+,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105002
327,Rented,76-100K,0,0,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105003
328,Owned with mortgage or loan,>150K,2,2+,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107013
329,Rented,101-150K,2,2+,0,3,3,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105001
330,Rented,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106002
331,Owned with mortgage or loan,>150K,1,0,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105002
332,Rented,51-75K,1,1,2+,4,4,1,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250107011
333,Owned with mortgage or loan,>150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105002
334,Owned with mortgage or loan,>150K,2,2+,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
335,Owned with mortgage or loan,>150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
336,Rented,1-25K,0,1,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250107012
337,Owned free and clear,>150K,2,2+,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107012
338,Owned with mortgage or loan,101-150K,3+,2+,0,3,3,3,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105001
339,Owned with mortgage or loan,101-150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
340,Rented,76-100K,1,0,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105002
341,Owned free and clear,101-150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105001
342,Owned free and clear,>150K,1,2+,0,3,3,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107012
343,Owned with mortgage or loan,101-150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
344,Rented,>150K,2,1,0,3,3,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105003
345,Rented,>150K,1,0,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105003
346,Rented,51-75K,2,0,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250107013
347,Rented,26-50K,2,1,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250107011
348,Owned with mortgage or loan,>150K,2,1,2+,6+,7,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107011
349,Owned with mortgage or loan,>150K,1,2+,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105003
350,Owned with mortgage or loan,>150K,2,1,3+,5,5,2,3,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106002
351,Rented,26-50K,1,1,3+,5,5,1,3,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106002
352,Owned with mortgage or loan,101-150K,2,0,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105001
353,Owned with mortgage or loan,>150K,2,2+,0,3,3,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107012
354,Rented,26-50K,0,0,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105003
355,Owned with mortgage or loan,>150K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105002
356,Owned with mortgage or loan,>150K,2,2+,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107013
357,Owned with mortgage or loan,76-100K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107011
358,Rented,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105002
359,Owned free and clear,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107012
360,Owned free and clear,>150K,2,1,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
361,Owned with mortgage or loan,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
362,Rented,26-50K,2,1,3+,5,5,2,3,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106002
363,Rented,>150K,1,0,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105002
364,Owned free and clear,>150K,2,1,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
365,Rented,>150K,2,2+,0,3,3,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105002
366,Rented,>150K,2,1,3+,5,5,2,3,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106002
367,Owned with mortgage or loan,>150K,1,2+,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105002
368,Owned with mortgage or loan,>150K,1,2+,0,3,3,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107012
369,Rented,>150K,2,2+,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106002
370,Owned free and clear,101-150K,1,2+,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
371,Rented,>150K,0,2+,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250107012
372,Rented,26-50K,1,2+,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105002
373,Rented,26-50K,2,1,3+,5,5,2,3,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106002
374,Owned free and clear,>150K,1,2+,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105002
375,Owned with mortgage or loan,>150K,1,2+,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105002
376,Rented,101-150K,2,0,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105001
377,Owned with mortgage or loan,>150K,1,0,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105002
378,Rented,76-100K,2,1,0,3,3,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105002
379,Rented,>150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106002
380,Owned with mortgage or loan,>150K,0,1,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107012
381,Owned free and clear,>150K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105002
382,Rented,>150K,2,0,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106002
383,Owned with mortgage or loan,>150K,2,1,0,3,3,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107011
384,Owned with mortgage or loan,>150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105002
385,Owned with mortgage or loan,>150K,1,0,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105002
386,Rented,51-75K,0,1,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250107013
387,Owned free and clear,101-150K,2,1,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
388,Owned free and clear,101-150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
389,Owned free and clear,101-150K,2,1,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
390,Owned with mortgage or loan,>150K,2,2+,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
391,Owned with mortgage or loan,101-150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
392,Rented,26-50K,1,0,3+,5,5,1,3,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106002
393,Rented,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105002
394,Rented,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105003
395,Rented,51-75K,2,2+,3+,5,5,2,3,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106002
396,Owned with mortgage or loan,76-100K,1,2+,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107013
397,Owned free and clear,>150K,1,2+,0,3,3,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107011
398,Rented,51-75K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250107013
399,Owned with mortgage or loan,>150K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250105002
400,Rented,101-150K,2,2+,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106002
401,Owned with mortgage or loan,51-75K,2,1,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
402,Rented,>150K,2,0,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105001
403,Rented,>150K,2,0,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105001
404,Rented,76-100K,2,0,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105003
